Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB
GFJPDDAG_01501 2-oxoglutarate carboxylase small subunit,25.99686,26.37131,25.13034,21.77555,23.25695,23.40171,24.4051,21.59373,24.83759,21.35312,23.81714,23.48812,22.61642,20.00736,20.36207
GFJPDDAG_01503 hypothetical protein,22.01594,22.29566,21.35251,20.40391,21.0724,20.03035,20.17963,19.81665,19.68168,21.52144,21.12023,20.42863,22.0134,20.4237,21.72081
GFJPDDAG_01504 Glutaminase,19.45683,19.20319,19.92467,20.19466,20.06483,21.77564,19.50435,20.03363,20.5389,20.58002,20.37948,20.71962,22.49141,20.96935,19.91729
GFJPDDAG_01506 PhoH-like protein,21.8042,21.58701,19.74631,21.20016,21.53782,20.44972,23.25138,21.78536,24.19348,21.05477,21.21786,19.1921,21.35289,21.42999,20.16026
GFJPDDAG_01507 hypothetical protein,24.79808,21.78481,25.56958,21.90566,25.71471,19.57709,24.70293,25.79276,24.32862,21.07309,25.68501,25.41729,21.58682,21.233,21.09573
GFJPDDAG_01508 hypothetical protein,22.52303,22.82518,22.06401,21.57378,20.11927,20.33438,20.06907,20.65809,18.93131,21.30424,19.60578,20.23886,22.05325,20.13107,21.34082
GFJPDDAG_01512 GTP-binding protein TypA/BipA,21.64381,21.335,21.28749,20.17156,20.97564,21.44363,20.38918,20.14053,20.07203,19.94036,20.5422,20.01952,21.96633,19.97787,20.65324
"GFJPDDAG_01514 Fructose-1,6-bisphosphatase/inositol-1-monophosphatase",23.74396,24.38073,23.19755,21.67112,19.67674,20.30129,21.02857,21.5085,20.28567,21.3708,21.47028,20.48746,22.63694,20.1794,21.24223
GFJPDDAG_01519 Arginine decarboxylase,20.60078,21.26425,19.89718,19.90049,20.29286,20.96475,20.58934,19.8594,18.11913,21.16771,20.91453,20.44064,23.56263,20.00841,20.94111
GFJPDDAG_01524 Dihydrolipoyl dehydrogenase,27.92059,27.90265,26.98414,26.035,24.89574,26.59235,22.12534,21.17097,20.75809,24.87366,24.54957,25.05776,22.15086,22.18304,19.86118
GFJPDDAG_01525 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,26.28383,25.41538,26.35939,24.38106,25.54881,24.28581,24.70535,25.41261,24.82338,24.03221,25.07847,25.08517,22.10035,19.56336,20.68895
GFJPDDAG_01526 Pyruvate dehydrogenase E1 component subunit beta,26.70767,26.77455,26.08825,22.56897,23.05247,20.50065,22.35294,19.1291,23.67605,20.64368,23.26055,22.21753,22.2646,19.4873,20.61255
GFJPDDAG_01527 Pyruvate dehydrogenase E1 component subunit alpha,25.92994,25.85641,25.04989,20.96614,21.23304,20.94083,22.38129,21.3437,22.69517,20.26476,22.10527,20.98905,20.98187,22.70122,20.67631
GFJPDDAG_01528 hypothetical protein,19.29746,18.83848,19.19873,21.21945,20.1163,21.85382,20.14104,19.78588,19.6715,20.49149,20.31942,19.95452,21.70078,21.88336,20.75479
GFJPDDAG_01529 Peptide deformylase 2,20.75898,21.66066,18.27763,21.49526,20.60979,21.675,20.96822,19.45842,20.46044,21.15142,20.42078,19.55375,22.63862,19.33255,21.57789
GFJPDDAG_01532 Ribonuclease J1,26.47814,27.15006,25.7397,20.89126,20.99652,20.51229,22.29407,19.96014,21.41199,19.63513,20.22294,19.81693,23.07466,21.06692,20.75616
GFJPDDAG_01533 Ktr system potassium uptake protein A,20.46044,20.4493,19.54274,20.76036,20.47895,21.49173,20.20431,20.63813,19.59713,20.27809,20.77046,20.541,23.04035,20.38251,21.07673
GFJPDDAG_01534 Putative cytochrome bd menaquinol oxidase subunit II,22.36594,21.80841,23.36199,20.57984,21.6725,21.35596,20.54313,20.10036,20.54003,20.42106,22.18383,19.70794,22.40783,19.55705,20.94228
GFJPDDAG_01535 Putative cytochrome bd menaquinol oxidase subunit I,19.9314,19.39095,20.82128,21.07582,21.32436,21.76989,20.64815,20.16858,18.95838,21.22315,21.71815,21.61071,22.30152,20.24695,19.65342
GFJPDDAG_01537 putative ABC transporter ATP-binding protein,19.42342,18.54552,19.86031,20.65095,21.16166,20.87928,20.51971,19.81425,20.24578,20.20233,19.52304,20.84477,23.76034,18.81463,22.13333
GFJPDDAG_01539 Thiol-disulfide oxidoreductase YkuV,21.01482,18.69251,21.36896,20.43553,19.94599,20.98502,19.86902,20.348,20.48091,21.13818,21.3024,20.46453,22.05709,19.43357,20.39602
GFJPDDAG_01540 Alkyl hydroperoxide reductase subunit C,21.96152,21.38121,22.53732,21.9707,19.94146,21.72942,19.48941,20.16509,20.60588,21.20363,22.88306,19.57044,22.91739,21.23623,21.6478
GFJPDDAG_01541 putative MscS family protein YkuT,23.73097,23.59969,24.34672,23.82512,24.6102,21.40066,25.15019,25.99656,25.04893,24.3152,24.16277,24.53041,21.67867,20.05767,20.68254
GFJPDDAG_01545 N-acetyldiaminopimelate deacetylase,22.9544,24.10462,20.18667,20.6713,20.11234,20.56827,21.26531,21.14455,21.10829,20.93065,20.9157,19.6028,22.20851,20.15221,20.23068
"GFJPDDAG_01546 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",24.87666,25.01996,24.16077,20.18596,20.86241,21.21756,20.04753,20.19791,20.41705,20.6643,21.0746,19.93372,21.87684,20.47106,21.01873
GFJPDDAG_01551 hypothetical protein,17.82944,18.53193,19.35612,20.58434,21.4298,20.55466,19.98557,20.66276,19.66097,19.95512,20.79741,21.10604,22.12663,21.18949,19.58025
GFJPDDAG_01552 Hydroxyacylglutathione hydrolase,19.01323,19.4699,20.44263,20.99928,21.38842,19.77695,20.02309,20.58635,19.62257,21.22189,21.08094,19.80542,22.3124,21.10002,20.01324
"GFJPDDAG_01557 putative 2,4-dienoyl-CoA reductase",21.69621,22.49463,19.76557,20.04034,20.06456,21.54034,19.60163,21.3695,19.11681,21.24483,21.07246,22.36386,22.44696,20.50511,20.90458
GFJPDDAG_01567 7-cyano-7-deazaguanine synthase,18.63426,19.26082,19.61058,20.60003,20.32482,20.59288,20.58456,20.92007,20.14034,20.99772,20.37101,19.57493,22.93419,20.77444,20.58604
GFJPDDAG_01572 Phosphoenolpyruvate-protein phosphotransferase,24.24009,24.53059,24.28058,21.12479,20.57261,20.81851,19.7424,20.45316,19.34176,20.4925,19.32253,20.64036,22.43033,19.97596,20.89918
GFJPDDAG_01573 Phosphocarrier protein HPr,23.29614,23.89412,24.49735,24.06299,23.12128,22.88372,23.29656,23.61706,23.31631,23.92859,19.41187,21.49324,21.98123,18.93755,21.21474
GFJPDDAG_01578 3-oxoacyl-[acyl-carrier-protein] reductase FabG,19.35945,19.66695,19.40023,20.70945,20.93981,22.74592,19.90657,21.00647,20.57139,21.30783,19.78856,20.84173,21.92568,19.7294,21.68869
GFJPDDAG_01586 hypothetical protein,22.24499,22.19165,21.55375,21.27799,21.17795,21.14076,19.68907,20.61509,19.91442,20.95832,20.82747,21.25928,21.69791,20.08027,22.30007
GFJPDDAG_01589 Transaminase BacF,22.45806,23.13938,22.28531,20.06946,20.5325,20.88282,19.68804,18.95409,19.58521,20.82402,20.33917,20.21681,20.86029,20.41388,21.662
GFJPDDAG_01597 hypothetical protein,25.85217,23.78257,26.46944,25.81617,25.50652,25.10057,25.51403,26.18118,25.46507,25.67177,25.96228,26.75951,23.08994,21.34427,20.42506
GFJPDDAG_01599 Ktr system potassium uptake protein B,20.37505,19.45266,19.38187,21.2146,21.4828,22.07439,21.80822,20.88819,20.51201,21.15703,20.52931,19.98315,21.37548,21.86737,19.82776
"GFJPDDAG_01600 Small, acid-soluble spore protein D",23.74786,23.06206,24.89735,24.3841,24.684,24.67379,24.99761,26.58749,25.92284,25.25616,24.24271,24.31672,22.56403,21.22575,20.50245
GFJPDDAG_01607 Swarming motility protein SwrC,20.53775,20.61365,19.01209,20.32036,20.96804,20.8943,19.70104,20.28655,19.11685,20.14693,20.00109,20.69668,21.51657,20.21634,21.3457
GFJPDDAG_01611 Peptide chain release factor 3,21.50567,22.11518,19.93142,20.74768,21.58476,21.81172,20.29277,20.64349,21.05684,21.02243,20.35826,20.85529,22.70297,20.32425,19.80113
GFJPDDAG_01614 UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase,23.20208,23.6584,22.57969,20.16117,21.15218,21.71895,22.3844,20.22317,22.3178,22.505,22.27592,20.73594,22.05681,20.49047,21.30154
GFJPDDAG_01615 Putative aminopeptidase YsdC,23.73913,24.64427,23.96781,23.34042,23.89901,20.69612,25.32995,25.47318,25.10973,22.66529,23.70366,23.76739,23.05299,20.77313,20.59699
GFJPDDAG_01617 Di-/tripeptide transporter,19.28095,21.03578,20.19412,21.353,21.0297,20.80411,18.89252,20.29848,20.19005,20.44647,20.7876,20.17755,21.6271,21.97902,20.49661
GFJPDDAG_01619 Spermidine N(1)-acetyltransferase,20.60473,20.35122,19.67613,21.50071,20.56763,19.8119,20.66788,20.25352,19.66288,20.60286,20.36047,20.0602,22.03312,20.14412,21.38317
"GFJPDDAG_01620 Tryptophan 2,3-dioxygenase",19.04625,20.93121,20.95415,21.66004,20.73842,21.83131,21.23442,20.39586,18.73786,20.48809,20.18775,20.27401,21.74936,20.70979,20.40436
GFJPDDAG_01621 Cold shock protein CspB,22.09423,23.0549,23.20062,20.92326,21.07497,20.64951,22.97761,23.41803,23.50373,20.91704,22.23201,22.25107,23.47897,20.79623,21.68308
GFJPDDAG_01623 hypothetical protein,23.76,23.65218,23.86117,21.86457,21.27141,19.80204,19.69214,23.92116,20.4206,21.77536,20.06253,20.68472,21.56314,20.34884,20.91103
GFJPDDAG_01624 putative oxidoreductase,23.12463,22.1039,22.30357,21.3927,19.40475,20.97131,20.23378,20.42344,18.81696,21.00154,19.78048,20.85485,22.83187,21.53103,21.14315
GFJPDDAG_01625 Ribonucleoside-diphosphate reductase subunit beta,18.56173,19.28653,20.25257,21.65473,19.82609,20.70175,19.93601,19.86235,20.13695,21.31446,20.05702,20.79545,21.97351,21.48765,19.60271
GFJPDDAG_01628 Chaperone SurA,23.47407,22.15536,24.55421,22.83497,24.3396,20.9324,24.98845,25.17081,24.78102,21.75002,24.36586,24.29992,21.43981,20.15489,20.85391
"GFJPDDAG_01630 6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating",19.63408,19.18389,21.35213,21.31528,20.60282,20.37714,20.60949,21.66776,19.65787,20.88982,19.96833,20.59442,21.70393,20.08594,21.8432
GFJPDDAG_01632 Pyrimidine-specific ribonucleoside hydrolase RihA,20.66891,20.04108,21.4401,20.89495,19.16052,20.40822,21.57178,20.9216,20.1287,21.14229,21.42455,20.70152,22.89268,20.20674,20.64668
GFJPDDAG_01633 Cold shock protein CspC,24.08018,24.7278,25.35616,21.75772,25.03234,24.68485,24.54233,24.69067,25.49917,22.18097,25.39401,24.93948,21.04657,20.01861,19.36627
GFJPDDAG_01637 Sialic acid TRAP transporter large permease protein SiaM,23.6712,22.89362,24.56192,21.36575,24.64025,21.31282,25.47754,25.47933,24.96776,21.33971,24.62945,24.52898,21.69153,20.36212,21.99877
GFJPDDAG_01639 hypothetical protein,28.11237,29.20292,28.68752,26.98251,26.89574,27.2141,29.42156,29.70441,29.93115,26.9157,27.29457,27.16663,21.62263,21.62318,21.63474
GFJPDDAG_01642 Putative phosphoesterase YjcG,26.28826,25.76461,25.71513,21.10199,22.66366,24.3245,19.82216,20.47219,21.07463,21.51256,22.71653,22.56915,21.58908,20.02748,19.92804
GFJPDDAG_01643 putative N-acetyltransferase YjcF,20.29636,20.02273,19.52248,20.3323,20.99148,19.76913,19.91889,20.88976,20.00848,20.8899,20.24262,19.85395,22.0811,20.8992,21.75996
GFJPDDAG_01647 hypothetical protein,20.72258,18.15439,20.15654,19.54769,19.66777,20.42931,19.04136,21.20963,22.75283,20.98645,20.51696,20.42011,22.07515,19.75655,22.07198
GFJPDDAG_01651 Stage V sporulation protein AD,21.11026,19.7348,20.98085,20.38326,20.71625,21.20539,20.2904,19.81428,19.1236,20.96708,20.96875,21.30276,21.7277,20.27712,20.73928
GFJPDDAG_01655 Sporulation protein YjcA,19.80241,20.10134,19.01561,20.70951,20.64585,20.71503,21.52401,20.64436,20.39616,20.76776,20.90176,19.59688,23.08648,21.44947,21.40431
GFJPDDAG_01657 hypothetical protein,19.47756,19.80975,20.06875,21.17912,20.3987,21.80732,23.0777,23.19525,22.93557,21.36381,19.80319,18.71485,21.44238,20.55171,20.82754
GFJPDDAG_01658 Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,24.62333,24.60116,24.14733,21.86957,20.44669,20.49334,21.1063,21.97345,20.38938,20.64742,19.83922,18.86095,21.18678,19.74027,19.72986
GFJPDDAG_01660 Na(+)/H(+) antiporter,20.9868,21.992,19.70815,21.40294,19.71504,21.00229,23.32127,20.38037,22.81212,21.29709,19.3848,20.29789,23.00553,20.21239,21.22586
GFJPDDAG_01661 Magnesium transporter MgtE,18.97252,21.44243,19.2778,20.83238,20.53059,20.42831,20.26032,20.95939,20.00112,20.49643,21.13287,20.21851,22.22735,20.47409,20.73702
GFJPDDAG_01664 NAD kinase 1,21.91681,19.9476,21.24336,19.45778,20.05712,21.13865,21.2894,21.65383,20.75954,20.40881,19.85392,20.35137,21.88585,20.25418,21.13152
GFJPDDAG_01665 GTP pyrophosphokinase YjbM,19.95141,19.37566,19.94992,19.82573,20.02053,20.64696,21.1748,20.27703,19.92006,21.84032,19.593,21.1658,21.63545,19.18088,20.74194
GFJPDDAG_01667 Putative triphosphatase YjbK,21.48694,21.6838,19.71402,20.58217,21.47707,20.54555,19.93309,19.85607,19.49278,21.94779,20.09401,20.95066,22.01694,21.29391,21.55195
"GFJPDDAG_01672 Oligoendopeptidase F, plasmid",25.59557,25.84795,24.38251,21.56415,20.92499,20.49226,22.09748,20.72228,21.21922,20.3459,22.18559,20.83592,21.82531,20.90645,19.93452
GFJPDDAG_01677 Putative acetyltransferase YjbC,22.17804,21.44435,22.10811,20.5125,21.25015,21.21307,20.62541,21.79879,20.99705,20.97077,19.23202,20.28074,21.72973,19.37288,20.52042
GFJPDDAG_01680 Oligopeptide transport ATP-binding protein OppF,23.69456,24.64713,23.00792,21.62545,23.14241,23.50337,23.65753,23.22885,23.75185,22.9706,19.41666,22.62127,21.67774,20.54017,20.57607
GFJPDDAG_01681 Oligopeptide transport ATP-binding protein OppD,23.15164,22.96508,22.19301,20.85454,20.91244,20.17016,22.7485,20.62852,22.98727,21.10207,22.59601,19.94379,22.34969,21.18752,20.6965
GFJPDDAG_01682 Oligopeptide transport system permease protein OppC,25.52636,25.39696,25.90695,25.57516,26.51755,26.02937,27.08396,26.64155,26.65758,26.15983,26.54063,26.62352,22.31077,19.76363,21.33777
GFJPDDAG_01683 Oligopeptide transport system permease protein OppB,23.63256,23.79203,25.01512,25.55072,24.63134,25.91561,25.07329,25.23268,25.15387,25.66259,24.4821,24.67568,22.42163,19.19997,20.26081
GFJPDDAG_01684 Dipeptide-binding protein DppE,32.73289,33.5316,33.65565,31.82328,31.93642,31.59268,33.7354,33.25702,33.55499,31.35757,32.0032,32.11799,28.2597,28.40239,25.19618
GFJPDDAG_01690 3-oxoacyl-[acyl-carrier-protein] synthase 2,24.64944,24.31983,24.07561,21.33361,21.24518,20.33777,20.56258,21.14761,20.39341,20.94606,19.67591,21.01537,22.04869,20.63521,21.43425
GFJPDDAG_01691 3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1,25.04156,24.01971,23.57762,21.05879,19.99907,21.22155,22.43398,20.60856,22.21451,21.38978,21.18816,20.26379,22.16493,19.9564,21.05022
GFJPDDAG_01698 Chaperone protein ClpB,23.06431,24.61785,22.73101,20.54791,21.48876,21.55515,23.56721,19.08978,22.88032,20.49678,21.71318,21.47229,22.46667,20.83339,20.26943
GFJPDDAG_01699 hypothetical protein,21.61845,21.11108,22.14868,22.0098,22.20048,21.40914,23.52922,23.47914,24.08497,20.36682,22.4902,23.14016,22.13264,21.42517,21.24048
GFJPDDAG_01700 Undecaprenyl-diphosphatase,19.5189,20.34158,19.42087,20.5993,20.40625,21.29941,21.28551,20.53704,19.78484,21.66952,21.71419,20.42827,23.3031,20.08597,21.19966
GFJPDDAG_01703 hypothetical protein,19.54242,21.13352,19.79187,21.16797,21.50056,20.69137,21.03341,20.11972,19.51372,19.58107,18.57454,20.09245,21.77585,20.23132,20.4143
GFJPDDAG_01705 hypothetical protein,23.28263,22.81501,24.58698,24.05424,23.10042,23.87605,24.32471,23.46101,24.4688,24.41899,24.32855,23.73521,22.59702,19.63342,20.53119
GFJPDDAG_01706 hypothetical protein,19.34177,19.96535,20.31459,19.58818,20.19289,22.48133,19.20635,20.70192,22.30911,21.63011,19.94423,20.03353,22.42271,18.91036,21.48556
GFJPDDAG_01707 Intracellular proteinase inhibitor,19.66507,20.16839,21.71737,21.40856,21.49586,21.24742,20.01327,20.62292,20.27451,21.14441,18.62749,20.58799,23.09868,21.20645,20.78116
GFJPDDAG_01709 Fatty acid-binding protein,20.88539,22.75874,19.55432,21.00802,20.18103,20.98938,19.8277,20.51862,19.51766,20.81833,20.00132,20.8576,22.53229,19.08977,20.42579
GFJPDDAG_01711 hypothetical protein,23.13579,24.45569,22.83074,21.20745,20.2191,21.4021,20.03163,20.45691,20.35046,20.42412,20.39486,19.4887,21.70877,21.14688,22.74278
GFJPDDAG_01713 General stress protein 39,24.36246,24.28482,23.77515,21.00434,20.54114,21.2507,20.39276,20.24984,21.01316,21.18759,19.16372,20.02608,21.94788,21.59184,20.47989
GFJPDDAG_01715 Beta/alpha-amylase,19.50731,19.05573,19.37035,20.04185,19.73957,21.04069,19.6207,21.65889,19.25813,21.90829,20.23301,20.10832,22.46131,19.95087,21.31615
GFJPDDAG_01717 Maltose transport system permease protein MalF,20.2854,18.25647,18.16776,20.37275,19.86628,20.05647,20.08614,20.43862,20.58495,21.09861,19.59267,19.78655,21.90106,21.37717,20.72398
GFJPDDAG_01718 Cyclodextrin-binding protein,24.25537,25.17718,24.31264,22.28205,23.15439,21.15656,24.17394,24.51051,24.12132,20.85932,23.30466,23.68528,21.40215,21.40218,20.02816
GFJPDDAG_01719 Neopullulanase,19.13628,19.38147,19.9266,20.28185,20.72204,20.69361,20.72069,20.91605,20.50726,20.02748,18.80668,20.98864,22.21501,20.12536,19.51724
GFJPDDAG_01721 Nitrogen regulatory protein P-II,19.37538,20.45101,20.26272,20.75002,20.11065,21.18347,20.1059,20.15403,21.13715,20.54268,19.75045,20.32129,21.57849,19.79309,20.35653
GFJPDDAG_01727 Asparagine synthetase [glutamine-hydrolyzing] 3,21.39215,20.32917,20.31707,20.59657,20.73217,20.84513,23.84566,24.15406,23.3765,20.00344,21.209,20.62644,20.5216,19.87919,21.72213
GFJPDDAG_01730 hypothetical protein,20.72657,20.5695,21.27355,20.45533,21.16011,20.47671,23.28263,21.14009,22.4665,20.36686,20.50545,19.21654,22.43573,21.56598,20.36674
GFJPDDAG_01739 ATP-dependent helicase/nuclease subunit A,19.67438,20.0056,19.10364,21.35044,20.82314,20.49847,20.26263,20.0975,19.98777,22.57115,22.35123,19.67401,22.93732,20.36569,20.34262
GFJPDDAG_01742 Acetyltransferase,19.55755,20.29927,19.31544,20.133,20.4472,20.62541,20.0682,20.04237,19.68269,20.18453,20.23934,20.11368,22.27524,20.35476,20.88573
GFJPDDAG_01745 Acetyl-CoA acetyltransferase,20.47008,18.66578,18.48252,21.47352,20.32438,21.44751,19.17418,20.92831,20.34606,20.99012,20.29176,20.46925,21.62531,20.69312,22.56623
GFJPDDAG_01746 3-oxoacyl-[acyl-carrier-protein] reductase FabG,21.64381,21.20699,20.46284,20.72585,20.98007,21.06716,20.6814,20.64585,19.78019,21.1615,20.00212,20.64365,21.00532,21.51028,21.26443
GFJPDDAG_01755 HTH-type transcriptional regulator MalT,19.38486,18.3908,19.7705,20.92299,21.26831,21.41318,18.80674,20.4023,19.38433,20.93293,20.21317,20.01393,22.02979,19.32953,20.98909
GFJPDDAG_01762 Protease HtpX,26.02802,25.11724,26.7934,26.97454,27.53245,26.67357,26.22155,25.85505,25.7057,26.97695,28.20228,27.64217,21.12541,20.23836,20.67774
GFJPDDAG_01775 Short-chain-enoyl-CoA hydratase,21.48188,22.64821,21.19075,20.14913,20.09083,22.1617,20.36422,19.97744,19.62681,21.04801,20.85257,21.18301,21.74435,21.57801,20.41385
GFJPDDAG_01776 hypothetical protein,19.28735,17.92669,19.36165,21.11153,20.59111,20.50676,19.82656,21.07767,19.30193,20.31286,19.73974,21.54317,22.47779,19.43991,21.20473
GFJPDDAG_01777 Long-chain-fatty-acid--CoA ligase,20.69677,17.90515,20.40083,21.14822,20.44195,20.67935,20.33595,20.50478,20.37708,20.74255,20.36909,21.14657,22.25782,18.35304,19.60672
GFJPDDAG_01778 Lipoate-protein ligase LplJ,21.78903,22.51391,21.7784,20.26827,20.94592,21.20057,19.38277,19.79778,19.72476,21.42935,20.23307,20.74519,21.20649,19.34203,20.64774
GFJPDDAG_01779 Ribonuclease BN,20.60857,19.8848,19.23569,21.50383,21.15156,21.34662,20.53566,20.50838,20.02902,21.85568,20.38684,20.02558,23.58391,20.08361,20.78709
GFJPDDAG_01781 hypothetical protein,21.78041,20.76693,23.52552,21.15979,20.81102,21.66335,22.83744,23.69668,22.80414,21.89333,20.23336,20.34779,23.32151,20.27625,20.09241
GFJPDDAG_01784 Spore germination protein YaaH,26.86467,25.79067,28.01972,27.05693,27.36135,26.85994,26.69777,26.59021,26.12957,27.32509,28.24372,27.91251,22.11205,20.65185,20.20486
GFJPDDAG_01786 Ferrochelatase,21.64342,21.11667,21.58486,21.5296,19.77434,20.38659,21.56556,20.55131,21.7876,20.17697,20.68969,21.20575,22.20879,20.59776,20.75974
GFJPDDAG_01787 Uroporphyrinogen decarboxylase,21.93398,19.41087,20.32559,20.49278,20.37589,21.20249,20.48699,20.16272,20.89166,20.69966,19.45698,20.29967,22.62691,18.23863,21.63599
GFJPDDAG_01788 Heme-degrading monooxygenase HmoB,23.57715,22.67012,22.84125,20.62338,19.65851,20.95575,19.7394,20.87203,19.26876,21.66371,19.62741,20.7438,21.12601,20.5899,21.42937
GFJPDDAG_01791 Sensor histidine kinase LiaS,17.87764,19.53102,19.63243,20.31895,20.53727,22.02378,19.7375,20.4556,20.99114,21.00603,20.71922,20.797,21.13954,19.47552,21.23875
GFJPDDAG_01793 hypothetical protein,19.75133,19.40839,22.75383,21.28162,20.69245,20.53275,19.19666,20.61844,19.42978,20.81664,21.42172,19.93939,21.92517,20.1559,22.33344
GFJPDDAG_01795 N-acyl-L-amino acid amidohydrolase,24.00204,24.59315,23.17903,20.65244,20.70282,21.10018,20.93935,20.40385,20.19131,21.15354,21.37093,19.90859,21.63102,20.52643,20.29046
GFJPDDAG_01798 hypothetical protein,20.94127,21.70552,22.42008,20.53955,21.99693,21.07622,19.58598,20.07184,19.1687,20.91168,22.27142,21.9456,22.23797,21.00969,20.94126
