Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB
DMKJLJHC_01335 Ammonia channel,21.56858,21.39984,21.10207,19.12624,20.81037,19.51172,21.1328,19.42152,19.9606,20.96732,19.03709,18.95103,22.41607,22.30794,22.6474
DMKJLJHC_01336 Persistence and stress-resistance toxin PasT,22.18785,22.4094,22.17518,20.07708,21.60304,21.89464,21.2314,21.4313,21.07095,20.41115,21.43929,19.49025,22.12622,22.47623,22.15318
DMKJLJHC_01345 hypothetical protein,24.96917,24.88614,25.09261,24.64537,24.45337,24.52725,23.79956,23.96323,23.98294,24.30869,24.49363,24.39395,21.35881,21.54482,21.76353
DMKJLJHC_01346 hypothetical protein,25.98874,25.77931,25.84508,25.38522,25.32619,25.33824,24.42662,24.91707,24.34537,25.05312,25.16062,25.21745,22.99799,21.59279,22.88649
DMKJLJHC_01347 hypothetical protein,25.55666,25.51467,25.25115,24.26263,24.53588,24.56767,24.46407,24.55871,24.60863,24.44538,24.53309,24.24866,24.47389,20.57439,22.12837
DMKJLJHC_01348 Nucleoside triphosphate pyrophosphohydrolase,21.04473,20.81026,20.49438,20.15506,21.24413,19.62865,21.22788,21.2674,21.27617,21.22028,21.30742,21.33554,21.56865,22.31623,21.33341
DMKJLJHC_01349 Glutathione import ATP-binding protein GsiA,24.29782,24.55976,24.30647,25.46641,25.70039,25.39764,25.55048,25.58661,25.5412,25.71788,25.53038,25.53148,21.78473,22.26714,22.14174
DMKJLJHC_01350 Oligopeptide transport ATP-binding protein OppD,24.40061,24.37013,24.3656,25.01903,25.0878,25.1585,25.37706,25.06985,25.19734,24.92062,24.9852,24.98412,21.33249,20.71723,21.87876
DMKJLJHC_01351 Dipeptide transport system permease protein DppC,22.28147,21.83163,22.54593,22.72773,22.57203,23.06334,23.07496,23.01681,22.85245,22.7274,22.74634,22.98827,22.34619,21.17953,21.84385
DMKJLJHC_01352 Dipeptide transport system permease protein DppB,22.07689,22.21877,21.97865,22.38548,22.79118,22.26765,20.729,21.26425,20.75214,22.7882,22.72182,22.72844,22.98326,21.69867,21.74266
DMKJLJHC_01353 Periplasmic dipeptide transport protein,29.79869,29.7509,29.66526,30.2732,30.37482,30.22331,30.06471,30.00343,30.00035,30.24547,30.23192,30.34096,30.04765,28.32573,29.78082
DMKJLJHC_01356 hypothetical protein,23.06169,23.02159,23.12863,23.43962,23.19432,23.32031,22.48692,22.58809,22.83804,23.23766,23.41725,23.52313,22.37834,21.97502,22.22837
DMKJLJHC_01357 putative cysteine desulfurase,23.86098,23.86145,23.52325,23.8768,24.06431,24.0296,24.57115,24.47098,24.74294,24.02386,23.99636,24.06332,21.47794,21.27545,21.00401
DMKJLJHC_01360 FeS cluster assembly protein SufD,25.75068,25.68691,25.56261,25.50857,25.4884,25.60221,26.09279,26.17545,26.10131,25.61434,25.62959,25.5526,25.29883,21.59269,23.69487
DMKJLJHC_01361 putative ATP-dependent transporter SufC,24.7684,24.9671,24.71214,24.20725,24.2754,24.20762,24.62934,24.82221,24.74556,24.30306,24.46967,24.39401,24.54516,22.5784,21.03002
DMKJLJHC_01364 FeS cluster assembly protein SufB,24.10837,23.97395,23.89217,23.88036,23.87886,23.69954,24.8291,24.82551,24.84551,23.6424,23.9083,23.97509,24.62076,21.16981,23.68453
DMKJLJHC_01367 hypothetical protein,23.81939,24.24038,23.98789,24.3864,24.32327,24.21111,24.54262,24.67815,24.3963,24.43078,24.24532,24.14957,24.59184,21.67282,23.9619
DMKJLJHC_01370 Isocitrate dehydrogenase [NADP],28.60858,28.75789,28.56725,28.21702,28.28762,28.37679,28.21766,28.21568,28.22292,28.38162,28.32839,28.3106,28.08243,26.82347,27.77404
DMKJLJHC_01374 GTP-binding protein TypA/BipA,27.76421,27.80956,27.78357,26.84577,26.75009,26.82748,26.104,25.96776,26.30758,26.78481,26.82941,26.8423,24.37425,21.65966,24.91438
DMKJLJHC_01375 C4-dicarboxylate transport transcriptional regulatory protein DctD,21.64399,20.89719,21.40224,20.6141,21.63405,21.75507,21.60073,21.95163,21.92994,21.44435,21.29244,21.84061,22.36916,21.39968,21.7296
DMKJLJHC_01379 Ferredoxin--NADP reductase,23.35501,23.2856,23.36586,23.15587,23.12019,23.06878,22.98487,20.10245,22.66286,23.3534,23.10712,23.00222,21.82121,20.81974,21.20316
DMKJLJHC_01383 Translation initiation factor IF-3,24.832,24.9393,24.89708,24.46831,24.30994,24.47834,24.25068,24.24981,24.06579,24.21482,24.31893,23.84919,23.59298,21.73543,21.88023
DMKJLJHC_01384 hypothetical protein,23.57577,23.68475,23.74837,23.85681,23.67455,23.66112,22.58948,22.40065,22.81458,23.84986,24.12849,24.13038,21.92775,22.52655,22.04576
DMKJLJHC_01389 Dihydroorotase,24.51352,24.38139,24.29046,23.50337,23.59514,23.73686,23.37955,23.93022,23.7962,23.78856,23.77595,23.77485,21.12149,22.71235,21.07876
DMKJLJHC_01390 Orotate phosphoribosyltransferase,24.80469,24.72291,24.87554,24.27284,24.64124,24.66785,25.0687,24.92895,24.83239,24.43256,24.81504,24.79887,24.36706,22.019,22.46676
DMKJLJHC_01391 Replicative DNA helicase,24.22626,24.46594,24.28475,22.83387,23.06807,22.28065,24.17957,23.78736,24.28115,22.60291,22.5657,22.83834,22.02234,22.02061,22.28908
DMKJLJHC_01392 Pantothenate precursors transporter PanS,22.35662,21.19105,22.5523,20.70369,20.76043,19.72757,20.79095,20.43886,21.01033,19.61002,19.33468,18.81044,22.06528,21.92752,22.73547
DMKJLJHC_01393 putative lipoprotein YiaD,24.99382,24.8531,24.76603,25.06928,25.13406,25.11458,24.85129,25.05714,24.84776,25.05225,24.99813,25.11203,21.00745,22.1512,21.53741
DMKJLJHC_01394 hypothetical protein,23.52516,23.38864,23.74929,24.18715,24.09152,24.27476,24.09217,24.46756,24.08513,24.01299,24.15267,24.24692,21.00286,21.40996,22.11294
DMKJLJHC_01396 hypothetical protein,20.61137,19.81495,20.52277,19.95787,20.69608,21.58188,21.73628,21.52076,21.23643,20.69583,20.57515,20.8842,22.16489,22.31329,21.93491
DMKJLJHC_01398 Prephenate dehydrogenase,23.14641,22.94567,23.05738,22.60874,22.85983,22.83258,23.55039,23.32444,23.22656,22.918,22.86582,22.7861,22.86428,21.93275,21.7534
DMKJLJHC_01399 Histidinol-phosphate aminotransferase,24.60908,24.45463,24.43905,23.61751,23.98624,23.74037,24.48591,24.63484,24.44878,23.99826,23.70672,23.66655,22.6337,21.68916,21.42294
DMKJLJHC_01400 30S ribosomal protein S4,27.52761,27.69995,27.68973,25.98561,25.57563,26.12816,26.12786,25.80568,25.54481,25.49308,25.35279,25.19978,24.05101,22.31551,22.26015
DMKJLJHC_01401 putative metal-dependent hydrolase YcfH,24.33477,24.40918,24.40113,24.07725,24.12155,23.95331,23.96385,24.18548,24.10709,24.11211,24.20903,24.00058,21.32798,22.1953,20.10469
DMKJLJHC_01402 Ribonuclease BN,21.67211,22.22673,21.77378,21.35477,21.47065,21.15016,22.15934,21.63578,22.07493,21.66527,21.48227,21.53678,22.40189,21.91164,21.70888
DMKJLJHC_01405 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,24.25523,24.26692,24.51941,23.94083,23.94342,23.98902,24.09684,24.42021,24.05681,23.96552,23.87221,23.88976,21.04165,22.34425,23.89004
DMKJLJHC_01406 3-oxoacyl-[acyl-carrier-protein] synthase 1,27.56841,27.52955,27.39338,27.40795,27.47962,27.54812,27.24073,27.49213,27.24264,27.43141,27.59149,27.59974,26.98098,22.28132,26.69405
DMKJLJHC_01407 Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,24.77636,24.68132,24.9616,24.56372,24.69859,24.71728,24.78895,24.90839,24.78412,24.60552,24.76274,24.75119,24.31824,22.43687,24.14243
DMKJLJHC_01409 (S)-2-haloacid dehalogenase 4A,22.47412,22.53464,22.30187,19.75022,22.51641,22.64035,22.32405,22.14227,21.7984,22.568,23.31091,24.1043,21.82103,22.38067,20.66456
DMKJLJHC_01410 Arylesterase,19.25231,21.07104,21.14015,21.79281,21.5221,21.80743,22.32078,22.01246,22.11987,21.68812,21.47229,21.29036,21.21019,21.29069,21.98237
DMKJLJHC_01413 Elongation factor P,24.06989,24.09136,24.20456,23.1149,23.0611,23.08367,23.06154,22.778,22.65172,22.85751,22.82788,22.69515,24.86839,22.5797,21.72647
DMKJLJHC_01419 Aspartate aminotransferase,23.86287,23.85443,23.61639,23.64493,23.74242,23.87399,23.6685,23.81509,23.55754,23.71251,23.92931,23.90215,22.77553,22.1282,23.79481
DMKJLJHC_01420 hypothetical protein,22.05391,21.75711,21.53493,19.75205,20.0441,19.68171,20.5443,20.23123,20.30593,21.32031,19.26755,19.97178,22.1751,21.4104,22.41811
DMKJLJHC_01436 Ketol-acid reductoisomerase (NADP(+)),27.79141,27.63034,27.69053,26.79042,26.86785,26.66777,26.70306,26.87115,26.63478,26.60682,26.74253,26.58075,27.07378,23.50276,25.93195
DMKJLJHC_01438 Phosphoglucosamine mutase,23.56802,23.26471,23.16685,22.76164,22.72652,22.88207,23.82987,23.84182,23.86003,22.75615,22.80187,22.76051,21.6609,21.96198,21.2553
DMKJLJHC_01439 Dihydropteroate synthase,24.16085,24.05838,24.14375,23.53101,23.40497,23.56512,24.45067,24.68864,24.42066,23.9322,23.78826,23.73117,22.13907,22.21033,21.91793
"DMKJLJHC_01442 Pyruvate, phosphate dikinase",23.74047,23.70715,23.64845,23.49765,23.21177,23.56128,23.73034,23.60501,23.8291,23.85177,23.75705,23.6402,23.04553,22.43589,21.55692
DMKJLJHC_01443 Glycine--tRNA ligase beta subunit,27.25043,27.11446,27.13927,26.70094,26.56594,26.63339,26.60484,26.37948,26.51022,26.71502,26.80968,26.83533,25.10229,21.59476,23.6006
DMKJLJHC_01445 Glycine--tRNA ligase alpha subunit,23.50288,23.34164,23.46899,23.15609,23.24372,23.26742,23.09112,23.46973,23.17934,23.55532,23.25652,23.21634,22.18995,22.99938,22.26361
DMKJLJHC_01446 hypothetical protein,23.86041,23.91843,23.63898,22.32196,22.71446,21.94213,23.56151,23.72744,23.28419,22.34367,22.63298,21.98329,21.84557,21.39154,22.55831
DMKJLJHC_01448 2-oxoglutarate carboxylase small subunit,28.11227,28.18353,28.21104,27.47104,27.30669,27.50453,27.76503,27.79117,27.80606,27.53007,27.53808,27.66777,24.9358,23.04572,26.15758
DMKJLJHC_01449 CTP synthase,26.55544,26.52707,26.40406,25.68376,25.796,25.7661,25.44462,25.32752,25.28732,25.5864,25.83759,25.86524,24.45845,21.34688,24.12786
DMKJLJHC_01451 Adenylosuccinate synthetase,26.73802,26.67976,26.65813,25.2548,25.37594,25.43186,25.05805,25.17047,25.10334,25.22997,25.35622,25.3432,24.41158,22.18705,24.32732
DMKJLJHC_01457 Low conductance mechanosensitive channel YnaI,22.59035,23.18933,22.88922,23.3396,23.22789,23.09329,23.90325,23.58967,23.91825,22.59833,23.29306,23.2995,21.76281,21.03185,21.97919
DMKJLJHC_01459 Putative thiamine biosynthesis protein,25.86117,25.93434,25.96592,26.16695,26.11593,26.32648,25.65425,26.20107,25.90279,26.48395,26.5288,26.43763,25.16825,22.2679,21.89224
DMKJLJHC_01461 Riboflavin transport system permease protein RibX,19.97351,19.96325,20.19844,20.16779,20.05629,20.21241,20.19625,20.91713,19.20003,20.33265,20.02364,20.17609,21.95405,21.7181,22.35457
DMKJLJHC_01462 Taurine import ATP-binding protein TauB,21.89149,21.76875,21.99866,22.75393,22.89536,22.98758,23.09584,23.00936,22.85445,23.10607,23.12526,23.296,23.09728,21.83094,21.52368
DMKJLJHC_01464 D-hydantoinase/dihydropyrimidinase,25.76116,25.66077,25.61868,26.32757,26.12098,26.09007,26.09889,26.33582,26.45125,26.23054,26.21447,26.22411,26.42857,23.80794,26.00573
DMKJLJHC_01465 N-carbamoyl-L-amino acid hydrolase,24.8126,24.7383,24.34787,25.55409,25.56192,25.65556,25.48139,25.35693,25.20378,25.82743,25.75055,25.75369,26.30932,21.49896,25.90878
DMKJLJHC_01468 Putative ring-cleaving dioxygenase MhqA,20.99265,21.03268,21.32113,21.13515,21.3128,21.54633,22.45015,22.57778,22.55848,21.78105,20.87778,21.22958,20.95944,21.66516,21.80955
DMKJLJHC_01469 Beta-alanine--pyruvate aminotransferase,27.11436,27.17016,27.11704,27.49244,27.70629,27.57254,27.27666,26.88797,27.21947,27.72507,27.80925,27.81023,24.38923,21.6992,24.5809
DMKJLJHC_01472 NAD-dependent dihydropyrimidine dehydrogenase subunit PreA,23.67584,23.6659,23.37544,22.50264,22.67676,22.63205,23.62266,23.43898,23.38667,23.15382,22.77533,23.01973,21.42791,21.20354,22.09797
DMKJLJHC_01473 NAD-dependent dihydropyrimidine dehydrogenase subunit PreT,23.31465,23.11343,22.97488,22.14967,22.44225,22.65554,23.18618,23.30382,23.23469,22.74448,22.70938,22.78852,22.65078,23.0715,22.59275
DMKJLJHC_01474 Biotin carboxyl carrier protein of acetyl-CoA carboxylase,22.33342,22.01124,22.31263,21.40229,21.87617,21.02567,21.48734,22.55805,21.36105,21.79567,21.49023,21.48183,22.01323,21.33424,21.53463
DMKJLJHC_01475 Biotin carboxylase,26.89481,27.0257,26.80931,26.82432,26.87021,26.8846,26.61484,26.60229,26.75136,26.76281,26.97858,26.78494,26.92252,21.43657,25.39992
DMKJLJHC_01476 tRNA (mo5U34)-methyltransferase,20.46159,20.0952,20.16251,20.33189,20.70371,20.5616,20.35024,19.97183,20.30753,20.56048,19.57846,20.01754,21.33067,22.23935,21.68779
DMKJLJHC_01480 hypothetical protein,19.34075,22.0673,18.99085,21.10409,22.72875,22.42068,22.04283,21.46346,22.1848,21.97684,22.44157,21.81675,21.86971,22.17618,21.70915
DMKJLJHC_01482 ATP-dependent Clp protease ATP-binding subunit ClpX,25.2024,25.2027,25.20654,25.50337,25.76628,25.37362,26.54931,26.4112,26.15993,25.42701,25.68963,25.40734,22.9391,22.35432,21.57058
DMKJLJHC_01483 ATP-dependent Clp protease proteolytic subunit,26.51536,26.57917,26.52317,26.17649,26.46672,26.34111,26.12861,26.37609,26.24744,26.46058,26.45942,26.37221,26.49008,21.37564,24.80671
DMKJLJHC_01486 hypothetical protein,20.83105,20.9151,20.96226,21.58229,20.20646,19.62192,19.74534,19.98116,20.26182,20.22753,19.41089,21.53131,22.17634,21.57931,21.03843
DMKJLJHC_01492 Dihydrolipoyl dehydrogenase,20.38089,20.4917,20.38469,20.47253,20.69268,20.37602,20.4474,20.35715,20.45031,21.09441,20.43695,20.85773,22.45477,21.62258,22.52
DMKJLJHC_01494 Deoxyguanosinetriphosphate triphosphohydrolase-like protein,23.38903,23.44025,23.3159,22.5475,22.84923,23.02298,22.579,22.44509,22.90964,22.84778,22.89641,23.00076,21.36598,22.03868,21.51268
DMKJLJHC_01495 Peroxiredoxin OsmC,22.82509,22.44347,22.54508,22.70128,22.75798,22.76324,22.15508,22.57143,22.0283,22.74821,22.62489,22.70683,20.7232,21.61828,20.42766
DMKJLJHC_01496 Exodeoxyribonuclease III,22.00539,22.16079,22.36009,21.68906,21.80322,21.80566,22.15789,22.31343,22.22958,21.89223,21.85859,21.82703,22.55513,21.58138,21.26991
DMKJLJHC_01497 hypothetical protein,21.78863,21.67483,21.90584,21.63161,22.14644,22.06884,21.88692,22.24821,22.04554,21.90209,22.19205,21.87211,20.92085,21.38484,21.75446
DMKJLJHC_01499 Putative xanthine dehydrogenase YagS FAD-binding subunit,19.79345,20.76546,20.20685,20.72949,20.64077,19.9132,20.6868,20.45654,20.51191,20.47704,20.77804,20.45533,21.80522,22.10421,22.1249
DMKJLJHC_01500 Putative xanthine dehydrogenase YagR molybdenum-binding subunit,22.87701,22.45906,21.45327,23.84259,22.91132,23.07138,23.366,22.99146,23.179,23.54215,23.56964,23.35461,21.93052,21.17132,21.05501
"DMKJLJHC_01502 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",23.40808,23.41132,23.55485,23.3664,23.66232,23.60524,23.5821,23.73727,23.72765,23.49302,23.67638,23.60637,21.90475,21.842,21.44275
DMKJLJHC_01504 hypothetical protein,20.27089,20.47885,19.32664,19.93977,20.38596,19.75045,23.22081,22.54967,22.89628,19.86937,19.76312,19.52419,22.07002,21.16628,21.71654
DMKJLJHC_01505 Poly(3-hydroxyalkanoate) polymerase subunit PhaC,25.96774,26.04689,26.02278,25.65859,25.7743,25.77437,25.69344,25.73024,25.86684,25.60583,25.81941,25.71487,21.60408,22.45042,22.18608
DMKJLJHC_01506 hypothetical protein,20.54627,19.92946,19.48564,19.98717,19.80057,19.82684,20.14507,21.21892,20.332,19.99714,18.13622,19.57036,21.78105,22.67919,21.91546
DMKJLJHC_01507 hypothetical protein,23.92949,23.88958,23.69264,23.10401,22.87305,23.08858,23.59047,23.7319,23.37875,22.76739,22.57034,22.46194,22.32705,21.67761,21.58233
DMKJLJHC_01508 Threonine--tRNA ligase,26.98696,26.89076,26.98261,26.40844,26.12762,26.28817,26.34257,25.98683,25.94123,26.2787,26.26447,26.62143,24.67933,21.54522,22.47437
DMKJLJHC_01509 Cold shock protein CspA,24.80045,24.3089,23.96649,20.17507,20.11451,20.15252,20.98635,20.95148,20.4915,19.96381,20.54637,19.49636,21.94533,21.559,21.90311
DMKJLJHC_01510 Regulatory protein Spx,21.60168,21.71611,22.02069,18.14886,21.01856,20.19389,19.87017,20.18401,20.56231,19.83525,20.36498,20.62768,21.98581,21.50706,21.56721
DMKJLJHC_01512 Lipoprotein-releasing system transmembrane protein LolC,23.23175,23.16311,23.51051,22.64342,22.68932,22.26267,21.12129,21.40463,20.66804,22.2282,22.23865,22.24296,21.89352,21.73596,22.20336
DMKJLJHC_01514 hypothetical protein,20.97799,21.09139,20.92694,19.7023,20.5602,20.69807,20.67012,20.73562,20.31679,19.49017,20.50363,20.42499,21.89881,21.67672,21.49269
DMKJLJHC_01515 Proline--tRNA ligase,27.9386,27.99453,27.86225,27.49427,27.5065,27.51886,27.46995,27.21252,27.42974,27.51081,27.38796,27.53245,25.87832,21.1259,25.03334
DMKJLJHC_01516 hypothetical protein,20.90852,21.10386,21.24237,22.12361,21.91181,21.81785,21.45121,21.26562,21.02641,20.80152,21.5888,20.38332,21.30204,21.80149,22.77274
DMKJLJHC_01518 Polyphosphate kinase,25.46211,25.45958,25.55301,25.24402,25.20098,25.31852,24.67971,24.54369,24.88096,25.3575,25.34537,25.36996,22.14185,20.32395,22.02743
DMKJLJHC_01519 Exopolyphosphatase,24.08764,24.18865,24.17889,24.65889,24.6147,24.95567,24.37378,24.37796,24.40711,24.65261,24.82682,24.951,22.70035,21.84461,23.04212
DMKJLJHC_01523 Methylmalonyl-CoA mutase,25.49274,25.46989,25.36018,26.4095,26.22668,26.54922,26.07967,26.32999,26.21721,26.60809,26.71476,26.58735,22.48262,22.30605,23.39113
DMKJLJHC_01525 Acetyl-/propionyl-coenzyme A carboxylase alpha chain,26.3096,26.13682,26.09704,27.10909,26.94525,27.20369,26.78743,26.69418,26.76762,27.22417,27.39002,27.25305,25.46728,21.70368,25.29042
DMKJLJHC_01530 Propionyl-CoA carboxylase beta chain,25.34435,25.42089,25.11291,26.40246,26.45449,26.64938,26.40785,26.15653,26.46336,26.75226,26.62729,26.6513,25.45262,21.55134,24.99697
DMKJLJHC_01531 Propionyl-CoA carboxylase regulator,21.21086,21.61225,21.26344,22.25742,22.06838,22.20514,22.47877,21.68252,22.2029,22.0547,21.82342,21.94117,21.80815,21.523,21.11945
DMKJLJHC_01535 NAD/NADP-dependent betaine aldehyde dehydrogenase,23.13483,23.24854,23.13677,23.75969,23.7416,23.8042,23.97666,24.07022,23.84211,23.51941,23.20389,23.3476,21.83608,21.53174,21.80791
DMKJLJHC_01537 Glycine betaine-binding protein OpuAC,25.37309,25.37769,25.52919,25.77138,26.0542,25.81399,25.52379,26.03251,25.66422,26.1107,25.97194,25.97714,26.08574,22.70968,24.9604
DMKJLJHC_01540 Glycine betaine/proline betaine transport system ATP-binding protein ProV,22.06917,22.67868,22.01076,23.64636,23.57496,23.19517,22.60815,22.72194,22.82013,23.42509,23.51123,23.52025,22.67707,21.3154,21.31327
DMKJLJHC_01547 Transcriptional regulatory protein PmpR,25.01359,24.71099,24.83123,21.72613,21.41792,21.52698,21.06184,19.90536,20.5643,21.31152,19.99852,20.71783,21.77975,21.78701,21.48209
DMKJLJHC_01562 hypothetical protein,21.08958,21.1317,20.91459,22.66685,22.67973,22.57584,23.10829,23.15447,23.05548,22.5013,22.72991,22.47251,22.22345,21.46351,22.0912
DMKJLJHC_01564 hypothetical protein,29.42994,29.67164,29.39648,29.38231,29.33658,29.27857,28.29649,28.52118,28.27751,29.36338,29.4373,29.2831,28.50142,27.40941,28.07081
DMKJLJHC_01565 hypothetical protein,24.37802,24.48696,24.70419,24.60349,24.45689,24.87699,23.63733,23.54203,23.81529,24.51617,24.30696,24.47135,24.94753,22.72539,24.44531
DMKJLJHC_01566 hypothetical protein,25.14597,25.11799,25.34245,26.04093,25.30302,25.25025,22.02163,20.43155,20.78344,25.31938,25.07989,25.72624,22.57554,22.59992,24.00736
DMKJLJHC_01567 hypothetical protein,24.58829,24.73805,24.51869,24.84991,24.8846,24.62327,23.69943,23.6075,23.83422,24.63123,24.70636,24.86093,24.93683,21.25686,24.20344
DMKJLJHC_01568 hypothetical protein,24.62333,24.51977,24.79094,25.19137,25.11965,24.93526,24.31444,24.26478,24.3573,25.179,25.18007,24.97027,21.94572,21.81303,21.96149
DMKJLJHC_01569 hypothetical protein,26.77266,26.78918,26.79377,26.91627,27.05838,26.63713,24.45557,24.04968,24.54699,26.8715,26.92377,27.17607,23.43873,21.54286,22.63185
DMKJLJHC_01570 hypothetical protein,23.81978,24.15715,24.19543,24.44107,24.48007,24.67303,21.64139,21.44355,20.28748,24.25803,24.08707,24.24147,21.95945,22.17197,21.53254
DMKJLJHC_01572 Glutathionyl-hydroquinone reductase YqjG,23.11184,22.6793,23.06196,22.99352,23.04707,22.91145,22.75273,23.06681,22.9493,22.93842,22.9324,22.69309,22.44289,22.47578,22.11012
DMKJLJHC_01574 Bifunctional protein PaaZ,24.09611,24.24895,24.0476,26.28267,26.11219,26.01763,24.98037,25.05246,25.21007,25.90364,26.23796,26.23056,25.37103,22.32039,24.86528
DMKJLJHC_01575 hypothetical protein,21.09275,20.1154,19.8971,22.55291,22.17496,22.536,21.48493,21.29536,21.48178,22.34798,22.20368,22.06128,21.89981,21.36238,22.63474
"DMKJLJHC_01576 1,2-phenylacetyl-CoA epoxidase, subunit E",22.34784,19.25368,22.2735,25.21878,25.22667,25.2463,24.86245,23.81059,24.10845,25.23714,25.08087,25.31841,23.82085,21.4282,22.07606
"DMKJLJHC_01578 1,2-phenylacetyl-CoA epoxidase, subunit C",21.41684,21.23882,21.85118,24.1432,24.22398,24.21764,23.84957,23.73913,23.84374,24.30952,24.12313,24.36018,22.41331,21.91271,22.44379
