#Batch CD-search tool	NIH/NLM/NCBI											
#cdsid	QM3-qcdsearch-1D4DCAEC1C1DDBC2-317EA3B81877B768											
#datatype	hitsStandard Results											
#status	0											
#Start time	2019-06-07T14:37:35	Run time	0:00:06:46									
#status	success											
												
Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily		
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	specific	224511	14	216	2	4.10E-24	97	836	COG1595	RpoE	 - 	cl34313
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	superfamily	224511	14	216	2	4.10E-24	97	836	cl34313	RpoE superfamily	 - 	 - 
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	specific	335823	37	107	2	2.90E-13	65	2821	pfam04542	Sigma70_r2	 - 	cl38162
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	superfamily	335823	37	107	2	2.90E-13	65	2821	cl38162	Sigma70_r2 superfamily	 - 	 - 
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	non-specific	197715	161	206	1	4.80E-05	43	6698	smart00421	HTH_LUXR	C	cl21459
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	superfamily	354815	161	206	1	4.80E-05	43	6698	cl21459	HTH superfamily	C	 - 
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	non-specific	99777	164	206	6	8.40E-04	39	548	cd06170	LuxR_C_like	C	cl21459
Q#104 - >GFJPDDAG_04114 50S ribosomal protein L33 2	specific	234783	1	48	1	6.80E-15	64	5525	PRK00504	rpmG	 - 	cl00383
Q#104 - >GFJPDDAG_04114 50S ribosomal protein L33 2	superfamily	351066	1	48	1	6.80E-15	64	5525	cl00383	Ribosomal_L33 superfamily	 - 	 - 
Q#104 - >GFJPDDAG_04114 50S ribosomal protein L33 2	specific	334096	4	48	1	1.50E-12	57	452	pfam00471	Ribosomal_L33	 - 	cl00383
Q#104 - >GFJPDDAG_04114 50S ribosomal protein L33 2	specific	223345	1	48	8	6.90E-12	54	9627	COG0267	RpmG	 - 	cl00383
Q#104 - >GFJPDDAG_04114 50S ribosomal protein L33 2	non-specific	273399	7	48	3	5.00E-08	46	2892	TIGR01023	rpmG_bact	N	cl00383
Q#105 - >GFJPDDAG_04115 Protein translocase subunit SecE	specific	334160	2	54	3	5.00E-13	58	9974	pfam00584	SecE	 - 	cl00481
Q#105 - >GFJPDDAG_04115 Protein translocase subunit SecE	superfamily	351112	2	54	3	5.00E-13	58	9974	cl00481	SecE superfamily	 - 	 - 
Q#105 - >GFJPDDAG_04115 Protein translocase subunit SecE	specific	236066	1	55	1	5.60E-12	58	69	PRK07597	secE	 - 	cl00481
Q#105 - >GFJPDDAG_04115 Protein translocase subunit SecE	specific	273367	1	55	5	5.90E-11	53	7591	TIGR00964	secE_bact	 - 	cl00481
Q#105 - >GFJPDDAG_04115 Protein translocase subunit SecE	specific	223762	1	54	1	1.60E-10	53	5258	COG0690	SecE	N	cl00481
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	specific	180161	1	177	2	5.00E-87	253	574	PRK05609	nusG	 - 	cl32081
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	superfamily	180161	1	177	2	5.00E-87	253	574	cl32081	nusG superfamily	 - 	 - 
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	specific	273341	5	176	5	5.70E-71	214	473	TIGR00922	nusG	 - 	cl36770
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	superfamily	273341	5	176	5	5.70E-71	214	473	cl36770	nusG superfamily	 - 	 - 
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	specific	223328	1	177	1	8.00E-65	200	627	COG0250	NusG	 - 	cl33817
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	superfamily	223328	1	177	1	8.00E-65	200	627	cl33817	NusG superfamily	 - 	 - 
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	specific	193580	4	113	6	3.90E-46	148	393	cd09891	NGN_Bact_1	 - 	cl02766
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	superfamily	351879	4	113	6	3.90E-46	148	393	cl02766	NGN superfamily	 - 	 - 
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	specific	197850	4	112	6	5.60E-35	120	556	smart00738	NGN	 - 	cl02766
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	specific	334907	3	110	9	3.80E-28	101	932	pfam02357	NusG	 - 	cl02766
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	specific	234661	1	141	1	2.30E-98	281	641	PRK00140	rplK	 - 	cl29338
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	superfamily	356214	1	141	1	2.30E-98	281	641	cl29338	Ribosomal_L11 superfamily	 - 	 - 
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	specific	223158	2	141	7	5.00E-80	234	18	COG0080	RplK	 - 	cl29338
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	specific	233500	3	141	1	5.00E-77	226	75	TIGR01632	L11_bact	 - 	cl29340
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	superfamily	233500	3	141	1	5.00E-77	226	75	cl29340	L11_bact superfamily	 - 	 - 
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	specific	197819	9	140	8	6.40E-75	220	86	smart00649	RL11	 - 	cl29338
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	specific	100101	9	139	2	7.90E-72	214	622	cd00349	Ribosomal_L11	 - 	cl29338
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	specific	333988	71	139	1	6.90E-34	117	63	pfam00298	Ribosomal_L11	 - 	cl29610
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	superfamily	333988	71	139	1	6.90E-34	117	63	cl29610	Ribosomal_L11 superfamily	 - 	 - 
Q#108 - >GFJPDDAG_04118 50S ribosomal protein L1	specific	180071	2	230	2	8.10E-135	381	788	PRK05424	rplA	 - 	cl00322
Q#108 - >GFJPDDAG_04118 50S ribosomal protein L1	superfamily	351025	2	230	2	8.10E-135	381	788	cl00322	Ribosomal_L1 superfamily	 - 	 - 
Q#108 - >GFJPDDAG_04118 50S ribosomal protein L1	specific	211630	3	229	4	9.10E-119	340	419	TIGR01169	rplA_bact	 - 	cl00322
Q#108 - >GFJPDDAG_04118 50S ribosomal protein L1	specific	223159	1	227	8	9.40E-104	301	839	COG0081	RplA	 - 	cl00322
Q#108 - >GFJPDDAG_04118 50S ribosomal protein L1	specific	334211	30	220	3	1.40E-77	233	544	pfam00687	Ribosomal_L1	 - 	cl00322
Q#108 - >GFJPDDAG_04118 50S ribosomal protein L1	specific	238235	23	224	1	3.00E-66	204	725	cd00403	Ribosomal_L1	 - 	cl00322
Q#109 - >GFJPDDAG_04119 50S ribosomal protein L10	specific	234632	4	163	2	2.20E-70	212	308	PRK00099	rplJ	 - 	cl00376
Q#109 - >GFJPDDAG_04119 50S ribosomal protein L10	superfamily	351061	4	163	2	2.20E-70	212	308	cl00376	Ribosomal_L10_P0 superfamily	 - 	 - 
Q#109 - >GFJPDDAG_04119 50S ribosomal protein L10	specific	240223	4	160	6	6.10E-65	198	112	cd05797	Ribosomal_L10	 - 	cl00376
Q#109 - >GFJPDDAG_04119 50S ribosomal protein L10	specific	223322	1	161	2	2.20E-55	174	349	COG0244	RplJ	 - 	cl00376
Q#109 - >GFJPDDAG_04119 50S ribosomal protein L10	specific	334093	4	101	2	8.60E-32	113	414	pfam00466	Ribosomal_L10	 - 	cl00376
Q#109 - >GFJPDDAG_04119 50S ribosomal protein L10	non-specific	275276	40	129	0	684026	32	4561	TIGR04483	D_pro_red_PrdB	N	cl19416
Q#109 - >GFJPDDAG_04119 50S ribosomal protein L10	superfamily	327551	40	129	0	684026	32	4561	cl19416	GRDB superfamily	N	 - 
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	specific	234671	1	119	2	2.00E-40	130	308	PRK00157	rplL	 - 	cl29565
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	superfamily	234671	1	119	2	2.00E-40	130	308	cl29565	rplL superfamily	 - 	 - 
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	specific	223300	1	119	9	8.10E-35	118	571	COG0222	RplL	 - 	cl29563
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	superfamily	223300	1	119	9	8.10E-35	118	571	cl29563	RplL superfamily	 - 	 - 
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	specific	273301	1	119	1	1.00E-34	116	14	TIGR00855	L12	 - 	cl29564
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	superfamily	273301	1	119	1	1.00E-34	116	14	cl29564	L12 superfamily	 - 	 - 
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	specific	100102	1	118	5	5.30E-33	114	175	cd00387	Ribosomal_L7_L12	 - 	cl29562
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	superfamily	356438	1	118	5	5.30E-33	114	175	cl29562	Ribosomal_L7_L12 superfamily	 - 	 - 
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	specific	334136	53	119	3	5.30E-27	97	5032	pfam00542	Ribosomal_L12	 - 	cl29562
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	specific	225370	1	199	3	4.20E-80	243	334	COG2813	RsmC	N	cl34491
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	superfamily	225370	1	199	3	4.20E-80	243	334	cl34491	RsmC superfamily	N	 - 
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	specific	282961	28	196	2	4.80E-61	190	857	pfam05175	MTS	 - 	cl17173
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	superfamily	354317	28	196	2	4.80E-61	190	857	cl17173	AdoMet_MTases superfamily	 - 	 - 
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	non-specific	274634	49	199	3	5.50E-19	84	8281	TIGR03534	RF_mod_PrmC	N	cl37287
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	superfamily	274634	49	199	3	5.50E-19	84	8281	cl37287	RF_mod_PrmC superfamily	N	 - 
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	non-specific	181902	31	162	1	3.40E-17	81	9079	PRK09489	rsmC	N	cl32379
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	superfamily	181902	31	162	1	3.40E-17	81	9079	cl32379	rsmC superfamily	N	 - 
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	specific	100107	62	163	2	5.40E-14	68	6106	cd02440	AdoMet_MTases	 - 	cl17173
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	specific	234749	3	1150	0	2241	11	PRK00405	rpoB	 - 	cl35093	
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	superfamily	234749	3	1150	0	2241	11	cl35093	rpoB superfamily	 - 	 - 	
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	specific	273928	10	1143	0	1984	52	TIGR02013	rpoB	 - 	cl37028	
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	superfamily	273928	10	1143	0	1984	52	cl37028	rpoB superfamily	 - 	 - 	
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	specific	223163	3	1149	0	1675	42	COG0085	RpoB	 - 	cl33762	
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	superfamily	223163	3	1149	0	1675	42	cl33762	RpoB superfamily	 - 	 - 	
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	specific	238353	29	1143	0	985	524	cd00653	RNA_pol_B_RPB2	 - 	cl29917	
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	superfamily	356793	29	1143	0	985	524	cl29917	RNA_pol_B_RPB2 superfamily	 - 	 - 	
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	specific	306936	674	1068	0	540	569	pfam00562	RNA_pol_Rpb2_6	 - 	cl29917	
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	non-specific	234794	279	326	0	217666	45	4432	PRK00566	PRK00566	NC	cl35110
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	superfamily	234794	279	326	0	217666	45	4432	cl35110	PRK00566 superfamily	NC	 - 
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	non-specific	274103	270	319	0	772188	43	4991	TIGR02386	rpoC_TIGR	NC	cl37096
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	superfamily	274103	270	319	0	772188	43	4991	cl37096	rpoC_TIGR superfamily	NC	 - 
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	specific	234794	3	1195	0	2437	92	PRK00566	PRK00566	 - 	cl35110	
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	superfamily	234794	3	1195	0	2437	92	cl35110	PRK00566 superfamily	 - 	 - 	
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	specific	274103	9	1182	0	2070	3	TIGR02386	rpoC_TIGR	 - 	cl37096	
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	superfamily	274103	9	1182	0	2070	3	cl37096	rpoC_TIGR superfamily	 - 	 - 	
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	specific	259845	5	817	0	1352	57	cd01609	RNAP_beta'_N	 - 	cl19114	
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	superfamily	327504	5	817	0	1352	57	cl19114	RNAP_largest_subunit_N superfamily	 - 	 - 	
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	specific	223164	10	857	0	1043	36	COG0086	RpoC	 - 	cl33763	
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	superfamily	223164	10	857	0	1043	36	cl33763	RpoC superfamily	 - 	 - 	
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	specific	214767	224	500	1	3.50E-162	487	26	smart00663	RPOLA_N	 - 	cl33395
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	superfamily	214767	224	500	1	3.50E-162	487	26	cl33395	RPOLA_N superfamily	 - 	 - 
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	specific	309919	11	331	6	4.70E-104	333	488	pfam04997	RNA_pol_Rpb1_1	 - 	cl29786
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	superfamily	309919	11	331	6	4.70E-104	333	488	cl29786	RNA_pol_Rpb1_1 superfamily	 - 	 - 
Q#114 - >GFJPDDAG_04124 Ribosome-associated protein L7Ae-like protein	non-specific	184174	1	82	1	9.20E-32	109	87	PRK13602	PRK13602	 - 	cl00600
Q#114 - >GFJPDDAG_04124 Ribosome-associated protein L7Ae-like protein	superfamily	351171	1	82	1	9.20E-32	109	87	cl00600	Ribosomal_L7Ae superfamily	 - 	 - 
Q#114 - >GFJPDDAG_04124 Ribosome-associated protein L7Ae-like protein	non-specific	224277	1	81	3	2.00E-12	56	9416	COG1358	Rpl7Ae	 - 	cl00600
Q#114 - >GFJPDDAG_04124 Ribosome-associated protein L7Ae-like protein	specific	334452	5	81	3	2.40E-07	46	514	pfam01248	Ribosomal_L7Ae	 - 	cl00600
Q#114 - >GFJPDDAG_04124 Ribosome-associated protein L7Ae-like protein	non-specific	188367	4	81	1	1.90E-05	42	4371	TIGR03677	eL8_ribo	 - 	cl00600
Q#115 - >GFJPDDAG_04125 30S ribosomal protein S12	specific	235355	1	137	2	7.30E-89	257	137	PRK05163	rpsL	 - 	cl00312
Q#115 - >GFJPDDAG_04125 30S ribosomal protein S12	superfamily	351017	1	137	2	7.30E-89	257	137	cl00312	Ribosomal_S12_like superfamily	 - 	 - 
Q#115 - >GFJPDDAG_04125 30S ribosomal protein S12	specific	130054	1	137	2	8.00E-74	219	272	TIGR00981	rpsL_bact	 - 	cl00312
Q#115 - >GFJPDDAG_04125 30S ribosomal protein S12	specific	223126	1	136	1	8.00E-73	215	559	COG0048	RpsL	 - 	cl00312
Q#115 - >GFJPDDAG_04125 30S ribosomal protein S12	specific	239466	3	123	1	7.50E-63	191	578	cd03368	Ribosomal_S12	 - 	cl00312
Q#115 - >GFJPDDAG_04125 30S ribosomal protein S12	specific	333891	12	136	3	3.60E-39	130	265	pfam00164	Ribosom_S12_S23	 - 	cl00312
Q#116 - >GFJPDDAG_04126 30S ribosomal protein S7	specific	235398	1	156	5	2.40E-108	306	261	PRK05302	PRK05302	 - 	cl00313
Q#116 - >GFJPDDAG_04126 30S ribosomal protein S7	superfamily	351018	1	156	5	2.40E-108	306	261	cl00313	uS7 superfamily	 - 	 - 
Q#116 - >GFJPDDAG_04126 30S ribosomal protein S7	specific	333902	7	149	1	3.00E-87	252	314	pfam00177	Ribosomal_S7	 - 	cl00313
Q#116 - >GFJPDDAG_04126 30S ribosomal protein S7	specific	271248	12	149	3	5.00E-83	243	124	cd14869	uS7_Bacteria	 - 	cl00313
Q#116 - >GFJPDDAG_04126 30S ribosomal protein S7	specific	223127	2	149	6	8.90E-83	242	876	COG0049	RpsG	 - 	cl00313
Q#116 - >GFJPDDAG_04126 30S ribosomal protein S7	specific	273403	3	156	1	7.60E-81	239	505	TIGR01029	rpsG_bact	 - 	cl00313
Q#117 - >GFJPDDAG_04127 Elongation factor G	specific	234569	1	691	0	1517	35	PRK00007	PRK00007	 - 	cl35044	
Q#117 - >GFJPDDAG_04127 Elongation factor G	superfamily	234569	1	691	0	1517	35	cl35044	PRK00007 superfamily	 - 	 - 	
Q#117 - >GFJPDDAG_04127 Elongation factor G	specific	129575	1	690	0	1251	63	TIGR00484	EF-G	 - 	cl31006	
Q#117 - >GFJPDDAG_04127 Elongation factor G	superfamily	129575	1	690	0	1251	63	cl31006	EF-G superfamily	 - 	 - 	
Q#117 - >GFJPDDAG_04127 Elongation factor G	specific	223556	1	691	0	1140	5	COG0480	FusA	 - 	cl30786	
Q#117 - >GFJPDDAG_04127 Elongation factor G	superfamily	357662	1	691	0	1140	5	cl30786	FusA superfamily	 - 	 - 	
Q#117 - >GFJPDDAG_04127 Elongation factor G	specific	206673	12	281	0	529	756	cd01886	EF-G	 - 	cl21455	
Q#117 - >GFJPDDAG_04127 Elongation factor G	superfamily	354812	12	281	0	529	756	cl21455	P-loop_NTPase superfamily	 - 	 - 	
Q#117 - >GFJPDDAG_04127 Elongation factor G	specific	333762	8	280	6	2.10E-76	244	35	pfam00009	GTP_EFTU	 - 	cl37947
Q#117 - >GFJPDDAG_04127 Elongation factor G	superfamily	333762	8	280	6	2.10E-76	244	35	cl37947	GTP_EFTU superfamily	 - 	 - 
Q#117 - >GFJPDDAG_04127 Elongation factor G	specific	214887	478	596	6	1.10E-55	185	826	smart00889	EFG_IV	 - 	cl02789
Q#117 - >GFJPDDAG_04127 Elongation factor G	superfamily	295478	478	596	6	1.10E-55	185	826	cl02789	EFG_like_IV superfamily	 - 	 - 
Q#118 - >GFJPDDAG_04128 Elongation factor Tu	specific	234596	1	396	0	815	194	PRK00049	PRK00049	 - 	cl35051	
Q#118 - >GFJPDDAG_04128 Elongation factor Tu	superfamily	234596	1	396	0	815	194	cl35051	PRK00049 superfamily	 - 	 - 	
Q#118 - >GFJPDDAG_04128 Elongation factor Tu	specific	223128	1	396	0	717	539	COG0050	TufB	 - 	cl33752	
Q#118 - >GFJPDDAG_04128 Elongation factor Tu	superfamily	223128	1	396	0	717	539	cl33752	TufB superfamily	 - 	 - 	
Q#118 - >GFJPDDAG_04128 Elongation factor Tu	non-specific	129576	1	396	0	707	311	TIGR00485	EF-Tu	 - 	cl31007	
Q#118 - >GFJPDDAG_04128 Elongation factor Tu	superfamily	129576	1	396	0	707	311	cl31007	EF-Tu superfamily	 - 	 - 	
Q#118 - >GFJPDDAG_04128 Elongation factor Tu	specific	206671	12	204	5	2.00E-115	335	708	cd01884	EF_Tu	 - 	cl21455
Q#118 - >GFJPDDAG_04128 Elongation factor Tu	superfamily	354812	12	204	5	2.00E-115	335	708	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#118 - >GFJPDDAG_04128 Elongation factor Tu	specific	333762	10	203	6	1.30E-70	220	468	pfam00009	GTP_EFTU	 - 	cl37947
Q#118 - >GFJPDDAG_04128 Elongation factor Tu	superfamily	333762	10	203	6	1.30E-70	220	468	cl37947	GTP_EFTU superfamily	 - 	 - 
Q#119 - >GFJPDDAG_04129 30S ribosomal protein S10	specific	179076	1	102	3	8.60E-72	211	563	PRK00596	rpsJ	 - 	cl00314
Q#119 - >GFJPDDAG_04129 30S ribosomal protein S10	superfamily	351019	1	102	3	8.60E-72	211	563	cl00314	Ribosomal_S10 superfamily	 - 	 - 
Q#119 - >GFJPDDAG_04129 30S ribosomal protein S10	specific	130121	4	102	1	4.90E-57	174	746	TIGR01049	rpsJ_bact	 - 	cl00314
Q#119 - >GFJPDDAG_04129 30S ribosomal protein S10	specific	223129	1	102	2	1.90E-57	174	313	COG0051	RpsJ	 - 	cl00314
Q#119 - >GFJPDDAG_04129 30S ribosomal protein S10	specific	334018	7	101	9	7.30E-48	149	555	pfam00338	Ribosomal_S10	 - 	cl00314
Q#120 - >GFJPDDAG_04130 50S ribosomal protein L3	specific	234564	1	208	2	1.00E-131	367	518	PRK00001	rplC	 - 	cl00324
Q#120 - >GFJPDDAG_04130 50S ribosomal protein L3	superfamily	351027	1	208	2	1.00E-131	367	518	cl00324	RplC superfamily	 - 	 - 
Q#120 - >GFJPDDAG_04130 50S ribosomal protein L3	specific	274684	4	203	4	9.20E-116	330	985	TIGR03625	L3_bact	 - 	cl00324
Q#120 - >GFJPDDAG_04130 50S ribosomal protein L3	specific	223165	2	209	7	2.20E-109	313	36	COG0087	RplC	 - 	cl00324
Q#120 - >GFJPDDAG_04130 50S ribosomal protein L3	non-specific	333987	100	209	9	6.70E-19	85	7138	pfam00297	Ribosomal_L3	N	cl29614
Q#120 - >GFJPDDAG_04130 50S ribosomal protein L3	superfamily	333987	100	209	9	6.70E-19	85	7138	cl29614	Ribosomal_L3 superfamily	N	 - 
Q#121 - >GFJPDDAG_04131 50S ribosomal protein L4	specific	235404	2	207	1	5.00E-127	359	79	PRK05319	rplD	 - 	cl00325
Q#121 - >GFJPDDAG_04131 50S ribosomal protein L4	superfamily	351028	2	207	1	5.00E-127	359	79	cl00325	Ribosomal_L4 superfamily	 - 	 - 
Q#121 - >GFJPDDAG_04131 50S ribosomal protein L4	specific	274877	17	204	4	4.00E-113	320	212	TIGR03953	rplD_bact	 - 	cl00325
Q#121 - >GFJPDDAG_04131 50S ribosomal protein L4	specific	306944	17	205	2	8.90E-102	295	545	pfam00573	Ribosomal_L4	 - 	cl00325
Q#121 - >GFJPDDAG_04131 50S ribosomal protein L4	specific	223166	1	207	1	2.50E-93	274	476	COG0088	RplD	 - 	cl00325
Q#122 - >GFJPDDAG_04132 50S ribosomal protein L23	specific	333973	5	91	6	9.30E-37	121	355	pfam00276	Ribosomal_L23	 - 	cl00326
Q#122 - >GFJPDDAG_04132 50S ribosomal protein L23	superfamily	351029	5	91	6	9.30E-37	121	355	cl00326	Ribosomal_L23 superfamily	 - 	 - 
Q#122 - >GFJPDDAG_04132 50S ribosomal protein L23	specific	235586	4	93	4	2.00E-36	117	112	PRK05738	rplW	 - 	cl00326
Q#122 - >GFJPDDAG_04132 50S ribosomal protein L23	specific	223167	3	93	3	6.30E-26	94	5837	COG0089	RplW	 - 	cl00326
Q#122 - >GFJPDDAG_04132 50S ribosomal protein L23	non-specific	274692	10	85	9	5.00E-08	47	5914	TIGR03636	uL23_arch	 - 	cl00326
Q#123 - >GFJPDDAG_04133 50S ribosomal protein L2	specific	236488	1	276	0	587	404	PRK09374	rplB	 - 	cl29336	
Q#123 - >GFJPDDAG_04133 50S ribosomal protein L2	superfamily	236488	1	276	0	587	404	cl29336	rplB superfamily	 - 	 - 	
Q#123 - >GFJPDDAG_04133 50S ribosomal protein L2	specific	273481	3	276	0	513	9	TIGR01171	rplB_bact	 - 	cl29334	
Q#123 - >GFJPDDAG_04133 50S ribosomal protein L2	superfamily	273481	3	276	0	513	9	cl29334	rplB_bact superfamily	 - 	 - 	
Q#123 - >GFJPDDAG_04133 50S ribosomal protein L2	specific	223168	1	276	1	3.60E-169	472	8	COG0090	RplB	 - 	cl29333
Q#123 - >GFJPDDAG_04133 50S ribosomal protein L2	superfamily	223168	1	276	1	3.60E-169	472	8	cl29333	RplB superfamily	 - 	 - 
Q#123 - >GFJPDDAG_04133 50S ribosomal protein L2	specific	335548	125	251	3	4.00E-83	247	654	pfam03947	Ribosomal_L2_C	 - 	cl29332
Q#123 - >GFJPDDAG_04133 50S ribosomal protein L2	superfamily	335548	125	251	3	4.00E-83	247	654	cl29332	Ribosomal_L2_C superfamily	 - 	 - 
Q#124 - >GFJPDDAG_04134 30S ribosomal protein S19	specific	178985	1	92	1	6.30E-63	188	852	PRK00357	rpsS	 - 	cl00350
Q#124 - >GFJPDDAG_04134 30S ribosomal protein S19	superfamily	351046	1	92	1	6.30E-63	188	852	cl00350	Ribosomal_S19 superfamily	 - 	 - 
Q#124 - >GFJPDDAG_04134 30S ribosomal protein S19	specific	130122	1	92	8	8.00E-56	167	154	TIGR01050	rpsS_bact	 - 	cl00350
Q#124 - >GFJPDDAG_04134 30S ribosomal protein S19	specific	223263	1	92	5	6.00E-52	159	659	COG0185	RpsS	 - 	cl00350
Q#124 - >GFJPDDAG_04134 30S ribosomal protein S19	specific	333921	4	83	2	4.10E-48	150	215	pfam00203	Ribosomal_S19	 - 	cl00350
Q#125 - >GFJPDDAG_04135 50S ribosomal protein L22	specific	234793	1	112	6	4.80E-68	201	477	PRK00565	rplV	 - 	cl00327
Q#125 - >GFJPDDAG_04135 50S ribosomal protein L22	superfamily	351030	1	112	6	4.80E-68	201	477	cl00327	Ribosomal_L22 superfamily	 - 	 - 
Q#125 - >GFJPDDAG_04135 50S ribosomal protein L22	specific	223169	1	112	8	9.30E-53	163	585	COG0091	RplV	 - 	cl00327
Q#125 - >GFJPDDAG_04135 50S ribosomal protein L22	specific	130116	5	107	1	3.60E-50	157	677	TIGR01044	rplV_bact	 - 	cl00327
Q#125 - >GFJPDDAG_04135 50S ribosomal protein L22	specific	333950	5	108	3	2.40E-50	156	755	pfam00237	Ribosomal_L22	 - 	cl00327
Q#125 - >GFJPDDAG_04135 50S ribosomal protein L22	specific	238205	3	107	3	1.80E-44	141	474	cd00336	Ribosomal_L22	 - 	cl00327
Q#126 - >GFJPDDAG_04136 30S ribosomal protein S3	specific	234722	1	218	1	8.30E-150	419	559	PRK00310	rpsC	 - 	cl29634
Q#126 - >GFJPDDAG_04136 30S ribosomal protein S3	superfamily	234722	1	218	1	8.30E-150	419	559	cl29634	rpsC superfamily	 - 	 - 
